id,type,species,year,district,street,street_location,X,Y
89531,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.566432945670575,55.64701485467045
89532,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566446899571641,55.647045354102694
89533,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.566464633643843,55.647076445933884
89534,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.566485355303572,55.647113070004146
89535,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566507124573224,55.64714755639647
89543,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.566628254389398,55.64738825946565
89537,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.566536590148294,55.647212021900486
89538,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566556073144861,55.647248682004026
89539,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.566570445542164,55.64727691286433
89540,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.56658492124953,55.64730500807352
89541,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566599255812726,55.64733155194624
89542,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.56661373156244,55.64735964715127
89823,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.601832049152483,55.65998995468603
19973,Gade- og allétræer,Lind,2006,Indre By,Overgaden oven Vandet,Vejareal,12.590466365193757,55.67208924441922
90716,Gade- og allétræer,Ikke registreret,2010,Amager Vest,,Ikke registreret,12.588970750066867,55.65446004491392
20014,Gade- og allétræer,Tulipantræ,2004,Indre By,Holmens Kanal,Fortov,12.583224843384201,55.67675399336963
20019,Gade- og allétræer,Hassel,2008,Indre By,Sølvgade,Siderabat,12.575560635871708,55.68905532204942
20025,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.586914786376521,55.705929029278686
10631,Gade- og allétræer,Hestekastanie,2009,Østerbro,Fredens Park,Grønt anlæg,12.566958917591146,55.69358632169904
20028,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.586937931409285,55.70595156110577
20029,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.587555454692932,55.706008207754756
20030,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.587633931074329,55.706016261539
20031,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.587602281693394,55.70599506171958
20033,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.587510928374988,55.70608088255809
20043,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.588255134156448,55.706147360094214
20044,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.588139890994755,55.706139228783144
20048,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.589314684403139,55.70617371533407
20049,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.589359956343571,55.706157402357654
20050,Gade- og allétræer,Tjørn,2005,Østerbro,Hjørringgade,Fortov,12.589401822624627,55.70617973022338
20052,Gade- og allétræer,Robinie,2005,Østerbro,Hjørringgade,Fortov,12.58998005118227,55.70622735020689
20053,Gade- og allétræer,Robinie,2005,Østerbro,Hjørringgade,Fortov,12.589934666932338,55.70623936010783
88325,Gade- og allétræer,Eg,2019,Indre By,Torvegade,Ikke registreret,12.595247561775606,55.67035916429694
8611,Gade- og allétræer,Platan,2002,Indre By,Tietgensgade,Fortov,12.57135257591157,55.673094876805116
95838,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.60222982175383,55.66015911733914
95839,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.60221089902078,55.66017198675497
95840,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.602195549889801,55.660187276973765
10640,Park- og naturtræer,Hestekastanie,2009,Østerbro,Fredens Park,Grønt anlæg,12.567442676862047,55.693923816949244
11474,Gade- og allétræer,Lind,2013,Indre By,Dag Hammarskjölds Allé,Fortov,12.580719989564738,55.695200839003355
3351,Gade- og allétræer,Røn,2001,Vanløse,Grøndalsvænge Allé,Siderabat,12.5223606936383,55.69625436645945
3355,Gade- og allétræer,Robinie,2005,Vanløse,Mågevej,Vejareal,12.522410985167824,55.69722957166384
3498,Gade- og allétræer,Platan,2001,Bispebjerg,Sokkelundsvej,Vejareal,12.516886709481557,55.70774093591917
3743,Gade- og allétræer,Røn,2001,Vanløse,Hillerødgade,Siderabat,12.522611938119146,55.696342904275205
3788,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.524445628369484,55.69921301311576
3789,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.524639212490692,55.69938246102606
8766,Gade- og allétræer,Platan,2013,Indre By,Gammel Strand,Fortov,12.577648348678512,55.67730568693442
3790,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.524837431329598,55.69955282473377
3791,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.524937939795896,55.69963797292741
3807,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.525120617866095,55.69979797859284
3808,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.52522338953676,55.69988606120166
3812,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.526113331805554,55.70065307789848
3813,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.526307772862603,55.70081846459229
3814,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.526501166436464,55.7009876255557
3815,Gade- og allétræer,Robinie,2005,Bispebjerg,Mågevej,Cykelsti,12.526697003041892,55.70115402054749
45399,Træer i bevoksninger,Birk,2014,Valby,,Ikke registreret,12.49785287845969,55.644756488067884
56480,Park- og naturtræer,Ikke registreret,2013,Østerbro,,Ikke registreret,12.562359541334093,55.69696033483613
56481,Park- og naturtræer,Ikke registreret,2013,Østerbro,,Ikke registreret,12.562162393178308,55.69691943344374
56482,Park- og naturtræer,Ikke registreret,2013,Østerbro,,Ikke registreret,12.562098677474918,55.69692060700077
59249,Park- og naturtræer,Røn,2013,Østerbro,,Ikke registreret,12.562608028785414,55.696743627468706
59250,Park- og naturtræer,Tjørn,2013,Østerbro,,Ikke registreret,12.562417569767833,55.69633243976451
59251,Park- og naturtræer,Tjørn,2013,Østerbro,,Ikke registreret,12.562422501829001,55.696361124533645
79594,Træer i bevoksninger,Ikke registreret,2016,Østerbro,,Ikke registreret,12.562074708853428,55.69720974414768
79595,Træer i bevoksninger,Ikke registreret,2016,Østerbro,,Ikke registreret,12.562120619544242,55.69721984513338
79596,Træer i bevoksninger,Ikke registreret,2016,Østerbro,,Ikke registreret,12.562111696569373,55.69719596509561
3833,Gade- og allétræer,Lind,2001,Bispebjerg,Vibevej,Vejareal,12.528454132868521,55.698335104127395
3922,Gade- og allétræer,Platan,2001,Bispebjerg,Hovmestervej,Vejareal,12.531865000110393,55.71019539501292
16978,Gade- og allétræer,Ask,2003,Indre By,Holmens Kanal,Fortov,12.586000645132989,55.678601651505105
83484,Træer i bevoksninger,Lind,2017,Valby,,Ikke registreret,12.514727316153786,55.64091151649898
83510,Park- og naturtræer,Bøg,2016,Valby,,Ikke registreret,12.495455003016195,55.644958215795484
87487,Træer i bevoksninger,Røn,2019,Valby,,Ikke registreret,12.496261193326024,55.645726815209464
3933,Gade- og allétræer,Platan,2000,Nørrebro,Ågade,Siderabat,12.536364689339093,55.69304409400961
90313,Park- og naturtræer,Birk,2014,Valby,,Ikke registreret,12.498110935143602,55.644543151090886
13607,Gade- og allétræer,Løn,2009,Indre By,Esplanaden,Vejareal,12.594847033587147,55.687926588189825
3955,Gade- og allétræer,Platan,2000,Nørrebro,Ågade,Siderabat,12.536197704372752,55.69398142055882
7700,Gade- og allétræer,Platan,2001,Indre By,Kalvebod Brygge,Siderabat,12.572737397944358,55.668751043044445
7712,Gade- og allétræer,Platan,2001,Indre By,Kalvebod Brygge,Siderabat,12.572879159274475,55.668838438042556
4021,Gade- og allétræer,Poppel,2000,Nørrebro,Borups Plads,Grønt anlæg,12.538594722926574,55.691589376169055
51411,Park- og naturtræer,Ikke registreret,2011,Nørrebro,Herman Triers Plads,Ikke registreret,12.556129087115531,55.682321123015306
79605,Park- og naturtræer,Ikke registreret,2016,Nørrebro,Herman Triers Plads,Ikke registreret,12.556063287902372,55.68228875317733
79607,Park- og naturtræer,Ikke registreret,2016,Nørrebro,Herman Triers Plads,Ikke registreret,12.555852316069236,55.68229341447688
1209,Gade- og allétræer,Lind,2013,Brønshøj-Husum,Frederikssundsvej,Vejareal,12.497183941587773,55.70486671533632
20917,Gade- og allétræer,El,2013,Amager Vest,Islands Brygge,Torv og plads,12.579478982624591,55.66969140758515
20923,Gade- og allétræer,Røn,2013,Amager Vest,Islands Brygge,Torv og plads,12.579542947162794,55.66957605767952
4180,Gade- og allétræer,Lind,2001,Nørrebro,Stefansgade,Fortov,12.541790076691427,55.693648698166484
